date,metric_code,metric,group,value,unit,source_series
1963-03-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,12.2,% annualized,H8B1020NCBCMG
1963-04-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,10.0,% annualized,H8B1020NCBCMG
1963-04-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,167943.0,$mn SAAR,BCNSDODNS
1963-05-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,16.6,% annualized,H8B1020NCBCMG
1963-06-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,13.7,% annualized,H8B1020NCBCMG
1963-07-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,17.5,% annualized,H8B1020NCBCMG
1963-07-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,170151.0,$mn SAAR,BCNSDODNS
1963-08-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,10.2,% annualized,H8B1020NCBCMG
1963-09-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,16.4,% annualized,H8B1020NCBCMG
1963-10-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,6.9,% annualized,H8B1020NCBCMG
1963-10-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,174187.0,$mn SAAR,BCNSDODNS
1963-11-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,16.1,% annualized,H8B1020NCBCMG
1963-12-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,20.2,% annualized,H8B1020NCBCMG
1964-01-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,6.0,% annualized,H8B1020NCBCMG
1964-01-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,176590.0,$mn SAAR,BCNSDODNS
1964-02-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,2.4,% annualized,H8B1020NCBCMG
1964-03-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,10.2,% annualized,H8B1020NCBCMG
1964-04-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,16.0,% annualized,H8B1020NCBCMG
1964-04-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,179981.0,$mn SAAR,BCNSDODNS
1964-05-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,11.1,% annualized,H8B1020NCBCMG
1964-06-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,14.5,% annualized,H8B1020NCBCMG
1964-07-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,8.6,% annualized,H8B1020NCBCMG
1964-07-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,183449.0,$mn SAAR,BCNSDODNS
1964-08-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,3.4,% annualized,H8B1020NCBCMG
1964-09-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,9.6,% annualized,H8B1020NCBCMG
1964-10-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,10.7,% annualized,H8B1020NCBCMG
1964-10-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,187929.0,$mn SAAR,BCNSDODNS
1964-11-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,10.0,% annualized,H8B1020NCBCMG
1964-12-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,18.2,% annualized,H8B1020NCBCMG
1965-01-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,15.3,% annualized,H8B1020NCBCMG
1965-01-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,193189.0,$mn SAAR,BCNSDODNS
1965-02-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,9.7,% annualized,H8B1020NCBCMG
1965-03-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,13.9,% annualized,H8B1020NCBCMG
1965-04-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,19.0,% annualized,H8B1020NCBCMG
1965-04-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,197976.0,$mn SAAR,BCNSDODNS
1965-05-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,14.0,% annualized,H8B1020NCBCMG
1965-06-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,16.4,% annualized,H8B1020NCBCMG
1965-07-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,9.6,% annualized,H8B1020NCBCMG
1965-07-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,202871.0,$mn SAAR,BCNSDODNS
1965-08-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,7.0,% annualized,H8B1020NCBCMG
1965-09-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,18.0,% annualized,H8B1020NCBCMG
1965-10-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,4.9,% annualized,H8B1020NCBCMG
1965-10-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,208197.0,$mn SAAR,BCNSDODNS
1965-11-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,7.8,% annualized,H8B1020NCBCMG
1965-12-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,21.4,% annualized,H8B1020NCBCMG
1966-01-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,10.0,% annualized,H8B1020NCBCMG
1966-01-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,214567.0,$mn SAAR,BCNSDODNS
1966-02-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,1.9,% annualized,H8B1020NCBCMG
1966-03-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,10.4,% annualized,H8B1020NCBCMG
1966-04-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,17.4,% annualized,H8B1020NCBCMG
1966-04-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,222360.0,$mn SAAR,BCNSDODNS
1966-05-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,12.5,% annualized,H8B1020NCBCMG
1966-06-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,13.7,% annualized,H8B1020NCBCMG
1966-07-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,12.7,% annualized,H8B1020NCBCMG
1966-07-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,228551.0,$mn SAAR,BCNSDODNS
1966-08-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,0.9,% annualized,H8B1020NCBCMG
1966-09-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,3.6,% annualized,H8B1020NCBCMG
1966-10-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,1.3,% annualized,H8B1020NCBCMG
1966-10-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,232927.0,$mn SAAR,BCNSDODNS
1966-11-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,2.2,% annualized,H8B1020NCBCMG
1966-12-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,9.8,% annualized,H8B1020NCBCMG
1967-01-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,7.1,% annualized,H8B1020NCBCMG
1967-01-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,239692.0,$mn SAAR,BCNSDODNS
1967-02-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,-0.9,% annualized,H8B1020NCBCMG
1967-03-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,11.0,% annualized,H8B1020NCBCMG
1967-04-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,4.8,% annualized,H8B1020NCBCMG
1967-04-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,246049.0,$mn SAAR,BCNSDODNS
1967-05-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,6.1,% annualized,H8B1020NCBCMG
1967-06-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,7.3,% annualized,H8B1020NCBCMG
1967-07-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,12.0,% annualized,H8B1020NCBCMG
1967-07-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,251645.0,$mn SAAR,BCNSDODNS
1967-08-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,3.4,% annualized,H8B1020NCBCMG
1967-09-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,6.8,% annualized,H8B1020NCBCMG
1967-10-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,6.7,% annualized,H8B1020NCBCMG
1967-10-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,255253.0,$mn SAAR,BCNSDODNS
1967-11-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,7.5,% annualized,H8B1020NCBCMG
1967-12-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,16.2,% annualized,H8B1020NCBCMG
1968-01-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,11.5,% annualized,H8B1020NCBCMG
1968-01-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,263718.0,$mn SAAR,BCNSDODNS
1968-02-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,-0.8,% annualized,H8B1020NCBCMG
1968-03-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,5.3,% annualized,H8B1020NCBCMG
1968-04-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,15.0,% annualized,H8B1020NCBCMG
1968-04-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,270520.0,$mn SAAR,BCNSDODNS
1968-05-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,5.6,% annualized,H8B1020NCBCMG
1968-06-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,12.3,% annualized,H8B1020NCBCMG
1968-07-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,16.2,% annualized,H8B1020NCBCMG
1968-07-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,278278.0,$mn SAAR,BCNSDODNS
1968-08-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,8.9,% annualized,H8B1020NCBCMG
1968-09-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,12.7,% annualized,H8B1020NCBCMG
1968-10-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,11.8,% annualized,H8B1020NCBCMG
1968-10-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,286805.0,$mn SAAR,BCNSDODNS
1968-11-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,12.1,% annualized,H8B1020NCBCMG
1968-12-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,19.1,% annualized,H8B1020NCBCMG
1969-01-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,3.7,% annualized,H8B1020NCBCMG
1969-01-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,295197.0,$mn SAAR,BCNSDODNS
1969-02-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,8.1,% annualized,H8B1020NCBCMG
1969-03-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,9.1,% annualized,H8B1020NCBCMG
1969-04-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,15.6,% annualized,H8B1020NCBCMG
1969-04-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,304811.0,$mn SAAR,BCNSDODNS
1969-05-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,10.7,% annualized,H8B1020NCBCMG
1969-06-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,9.6,% annualized,H8B1020NCBCMG
1969-07-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,-4.2,% annualized,H8B1020NCBCMG
1969-07-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,313227.0,$mn SAAR,BCNSDODNS
1969-08-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,-3.9,% annualized,H8B1020NCBCMG
1969-09-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,5.0,% annualized,H8B1020NCBCMG
1969-10-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,1.8,% annualized,H8B1020NCBCMG
1969-10-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,320276.0,$mn SAAR,BCNSDODNS
1969-11-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,6.3,% annualized,H8B1020NCBCMG
1969-12-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,17.5,% annualized,H8B1020NCBCMG
1970-01-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,-4.1,% annualized,H8B1020NCBCMG
1970-01-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,340260.0,$mn SAAR,BCNSDODNS
1970-02-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,-2.1,% annualized,H8B1020NCBCMG
1970-03-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,4.5,% annualized,H8B1020NCBCMG
1970-04-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,7.3,% annualized,H8B1020NCBCMG
1970-04-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,351045.0,$mn SAAR,BCNSDODNS
1970-05-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,0.7,% annualized,H8B1020NCBCMG
1970-06-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,6.5,% annualized,H8B1020NCBCMG
1970-07-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,12.3,% annualized,H8B1020NCBCMG
1970-07-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,358709.0,$mn SAAR,BCNSDODNS
1970-08-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,3.7,% annualized,H8B1020NCBCMG
1970-09-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,7.4,% annualized,H8B1020NCBCMG
1970-10-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,6.0,% annualized,H8B1020NCBCMG
1970-10-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,365371.0,$mn SAAR,BCNSDODNS
1970-11-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,7.0,% annualized,H8B1020NCBCMG
1970-12-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,10.3,% annualized,H8B1020NCBCMG
1971-01-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,3.6,% annualized,H8B1020NCBCMG
1971-01-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,372802.0,$mn SAAR,BCNSDODNS
1971-02-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,9.8,% annualized,H8B1020NCBCMG
1971-03-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,8.4,% annualized,H8B1020NCBCMG
1971-04-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,11.6,% annualized,H8B1020NCBCMG
1971-04-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,380947.0,$mn SAAR,BCNSDODNS
1971-05-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,16.9,% annualized,H8B1020NCBCMG
1971-06-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,14.5,% annualized,H8B1020NCBCMG
1971-07-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,8.4,% annualized,H8B1020NCBCMG
1971-07-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,389653.0,$mn SAAR,BCNSDODNS
1971-08-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,9.9,% annualized,H8B1020NCBCMG
1971-09-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,13.2,% annualized,H8B1020NCBCMG
1971-10-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,8.8,% annualized,H8B1020NCBCMG
1971-10-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,395247.0,$mn SAAR,BCNSDODNS
1971-11-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,12.3,% annualized,H8B1020NCBCMG
1971-12-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,16.4,% annualized,H8B1020NCBCMG
1972-01-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,7.3,% annualized,H8B1020NCBCMG
1972-01-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,406924.0,$mn SAAR,BCNSDODNS
1972-02-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,12.0,% annualized,H8B1020NCBCMG
1972-03-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,17.6,% annualized,H8B1020NCBCMG
1972-04-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,18.5,% annualized,H8B1020NCBCMG
1972-04-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,415268.0,$mn SAAR,BCNSDODNS
1972-05-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,17.4,% annualized,H8B1020NCBCMG
1972-06-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,17.4,% annualized,H8B1020NCBCMG
1972-07-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,15.3,% annualized,H8B1020NCBCMG
1972-07-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,424653.0,$mn SAAR,BCNSDODNS
1972-08-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,11.9,% annualized,H8B1020NCBCMG
1972-09-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,13.9,% annualized,H8B1020NCBCMG
1972-10-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,21.1,% annualized,H8B1020NCBCMG
1972-10-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,436833.0,$mn SAAR,BCNSDODNS
1972-11-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,20.2,% annualized,H8B1020NCBCMG
1972-12-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,21.9,% annualized,H8B1020NCBCMG
1973-01-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,13.8,% annualized,H8B1020NCBCMG
1973-01-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,452646.0,$mn SAAR,BCNSDODNS
1973-02-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,29.2,% annualized,H8B1020NCBCMG
1973-03-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,28.5,% annualized,H8B1020NCBCMG
1973-04-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,16.0,% annualized,H8B1020NCBCMG
1973-04-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,468869.0,$mn SAAR,BCNSDODNS
1973-05-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,19.1,% annualized,H8B1020NCBCMG
1973-06-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,19.7,% annualized,H8B1020NCBCMG
1973-07-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,17.8,% annualized,H8B1020NCBCMG
1973-07-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,489094.0,$mn SAAR,BCNSDODNS
1973-08-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,15.6,% annualized,H8B1020NCBCMG
1973-09-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,9.2,% annualized,H8B1020NCBCMG
1973-10-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,7.4,% annualized,H8B1020NCBCMG
1973-10-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,506316.0,$mn SAAR,BCNSDODNS
1973-11-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,7.6,% annualized,H8B1020NCBCMG
1973-12-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,18.3,% annualized,H8B1020NCBCMG
1974-01-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,4.9,% annualized,H8B1020NCBCMG
1974-01-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,522214.0,$mn SAAR,BCNSDODNS
1974-02-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,9.5,% annualized,H8B1020NCBCMG
1974-03-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,19.9,% annualized,H8B1020NCBCMG
1974-04-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,27.4,% annualized,H8B1020NCBCMG
1974-04-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,540484.0,$mn SAAR,BCNSDODNS
1974-05-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,15.5,% annualized,H8B1020NCBCMG
1974-06-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,16.9,% annualized,H8B1020NCBCMG
1974-07-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,14.5,% annualized,H8B1020NCBCMG
1974-07-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,553784.0,$mn SAAR,BCNSDODNS
1974-08-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,7.9,% annualized,H8B1020NCBCMG
1974-09-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,5.4,% annualized,H8B1020NCBCMG
1974-10-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,1.5,% annualized,H8B1020NCBCMG
1974-10-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,565221.0,$mn SAAR,BCNSDODNS
1974-11-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,2.1,% annualized,H8B1020NCBCMG
1974-12-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,9.0,% annualized,H8B1020NCBCMG
1975-01-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,-7.6,% annualized,H8B1020NCBCMG
1975-01-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,570316.0,$mn SAAR,BCNSDODNS
1975-02-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,-7.8,% annualized,H8B1020NCBCMG
