as_of,universe,sector,sector_ko,n_sample,n_valid_12m,sector_weight_pct,valid_weight_pct,coverage_of_sector_weight,median_change_3m,weighted_change_3m,pct_increasing_3m,pct_decreasing_3m,net_breadth_3m,median_change_6m,weighted_change_6m,pct_increasing_6m,pct_decreasing_6m,net_breadth_6m,median_change_12m,weighted_change_12m,pct_increasing_12m,pct_decreasing_12m,net_breadth_12m,signal
2026-08-30,US,Communication,커뮤니케이션,12,10,9.45,9.02,0.9544973544973544,-0.0024887336579332,0.0052561494532894,0.25,0.25,0.0,-0.010793068730125,0.0032634245912335,0.3333333333333333,0.5,-0.1666666666666666,-0.0180804340987906,0.0011375781024786,0.3,0.6,-0.3,중립
2026-08-30,US,Consumer Discretionary,경기소비재,12,12,8.999999999999998,7.219999999999999,0.8022222222222223,0.0001327720283827,0.0115630406989156,0.0833333333333333,0.0833333333333333,0.0,0.0003986240717439,0.0403612725076709,0.0833333333333333,0.25,-0.1666666666666666,0.0014359974625812,0.0496036740550182,0.3333333333333333,0.3333333333333333,0.0,완만한 공급 증가
2026-08-30,US,Consumer Staples,필수소비재,12,12,4.46,3.67,0.8228699551569506,-5.237706251454144e-05,-0.0007779994151093,0.0,0.0,0.0,-0.002928251618196,-0.0020266022779338,0.0,0.0833333333333333,-0.0833333333333333,-0.0056149302444226,-0.0046120708306745,0.0,0.25,-0.25,중립
2026-08-30,US,Energy,에너지,12,12,3.34,2.8000000000000003,0.8383233532934133,-0.0028829459043621,-0.0083725176179802,0.0,0.1666666666666666,-0.1666666666666666,-0.0198308381563425,-0.0222459559441767,0.0,0.6666666666666666,-0.6666666666666666,-0.0240998414132029,-0.0327478103241462,0.0,0.75,-0.75,공급 감소
2026-08-30,US,Financials,금융,12,11,12.24,7.19,0.5874183006535947,-0.0092659982489379,-0.0106089451899975,0.0,0.5,-0.5,-0.0310647467919298,-0.0267429710505704,0.0,0.8333333333333334,-0.8333333333333334,-0.0380706110347256,-0.0348318125350976,0.0,0.9090909090909092,-0.9090909090909092,공급 감소
2026-08-30,US,Health Care,헬스케어,12,12,9.26,5.859999999999999,0.6328293736501079,-0.0011873106765099,-0.0016229623638166,0.0,0.0833333333333333,-0.0833333333333333,-0.0055245523488947,-0.0047023515618727,0.0,0.3333333333333333,-0.3333333333333333,-0.0060564223386938,-0.0058134424189034,0.0,0.4166666666666667,-0.4166666666666667,중립
2026-08-30,US,Industrials,산업재,12,12,8.42,3.5,0.4156769596199525,-0.0001543386257179,-0.0033832233726006,0.0,0.1666666666666666,-0.1666666666666666,-0.0084001982629446,-0.00985275083173,0.0,0.5,-0.5,-0.0095606564430429,-0.009194627482878,0.0833333333333333,0.5,-0.4166666666666667,중립
2026-08-30,US,Information Technology,기술,12,11,37.92,28.74,0.7579113924050632,0.0005347940048774,-0.0007981426058916,0.0833333333333333,0.0,0.0833333333333333,0.0012834815369564,-0.0018277584976725,0.0833333333333333,0.0,0.0833333333333333,0.0009720675116138,-0.0119173050676491,0.1818181818181818,0.3636363636363636,-0.1818181818181818,완만한 공급 감소
2026-08-30,US,Materials,소재,12,12,1.83,1.4300000000000004,0.7814207650273227,-0.0040133174540495,-0.0056594113411073,0.0,0.1666666666666666,-0.1666666666666666,-0.0142661517672878,-0.0165152892028187,0.0,0.5833333333333334,-0.5833333333333334,-0.0168528391475381,-0.0199744491788314,0.0,0.75,-0.75,완만한 공급 감소
2026-08-30,US,Real Estate,부동산,12,11,1.8000000000000005,1.2400000000000002,0.6888888888888889,0.014719155980799,0.0197074002730995,0.5454545454545454,0.1818181818181818,0.3636363636363636,0.0231102752062459,0.0175770356659519,0.5454545454545454,0.1818181818181818,0.3636363636363636,0.0239966430898759,0.0280903655321792,0.5454545454545454,0.1818181818181818,0.3636363636363636,공급 증가
